composition,band gap
La3(ReO5)2,0
La3AlN,0
La3CuGeSe7,2
La3Ga1Ge0.5S7,2.54
La3GaCuSe7,1.36
La3Ge3Br2,0
La3In1Ge0.5S7,2.61
La3LuSe6,1.26
La3Mg0.5Sn1S14,1.71
La3Mo4O16F,3.7
La3NiBr3,0
La3Si1Sb0.33S7,1.92
La3Si1Sb0.33Se7,1.75
La3Te4,0.43
La3ZrSb5,0
La4Cd4In2S13,2.27
La4Co3O10,0
La4Fe(SbS5)2,1
La4Fe(SbSe5)2,0.85
La4In5S13,0
La4InSbS9,2.07
La4InSbSe9,1.76
La5Cu6.33S7O4,2
La5In3(S3O)3,2.6
La5SmS8,0
La5YbS8,0
La6Sb4(SO4)3,2.6
La8Mn7O24,0
La8Sb2S15,2.3
LaAl12O19,0
LaAl4,0
LaAl4Co,0
LaB6,4.1
LaBPt3,0
LaBeB3O7,5.65
LaBiAu2,0
LaCd2,0
LaCdAg2,0
LaCdAu,0
LaCu6,0
LaCuSO,3.1
LaCuSeO,2.83
LaCuTeO,2.31
LaF3,6.6
LaGa,0
LaGa3Pd2,0
LaGaO3,4.4
LaGaS3,2.5
LaGeI,0
LaH2,0
LaH2NO5,4.76
LaHg,0
LaIn,0
LaIn2Ir,0
LaIn5Ir,0
LaInS2O,2.73
LaMg(FeO3)2,0
LaMg2H7Pd,1
LaMg3,0
LaNbN2O,1.7
LaP,0.54
LaP3,0
LaPd3S4,0
LaPt5,0
LaRe2Ag,0
LaReB,0
LaSb,0.8
LaScSi,0
LaSi,0
LaSi2,0.19
LaSi2Ru,0
LaSn3Ru,0
LaTaN2O,2
LaTb3,0
LaV,0
LaVI5O16,3.58
LaYbZn2,0
LaZnAsO,1.5
LaZnAu2,0
Li(CuO)3,0
Li(NiO2)4,0
Li0.33Ag1Sn0.67O2,2.7
Li0.33Ti0.67Ag1O2,2.7
Li0.5Ge1Pb1.75S4,1.95
Li11Mn13O32,0
Li12Fe5O16,0
Li13Nb14ZnO42,0
Li13Ti22O48,0
Li14Ti21O48,0
Li15(FeO4)4,0
Li15Mn2O12,0
Li17Nb20O60,0
Li17Ti20O40,0
Li2(FeO2)5,0
Li2(LuGe)3,0
Li2(NiO2)3,0
Li23(MnAs)20,0
Li2B4O7,7.3
Li2CdGe,0.99
Li2CdGeS4,3.1
Li2CdSnS4,3.26
Li2Co4O7F,0
Li2CrCo3O8,0
Li2CrCuO4,0
Li2Cu2S3,0
Li2CuF6,0
Li2DyIn,0
Li2EuSn,0
Li2Fe2(PO4)3,0
Li2Fe3CoO8,0
Li2Fe3NiO8,0
Li2Fe3SnO8,0
Li2FeGeS4,1.42
Li2FeSnS4,1.86
Li2FeWO6,0
Li2Ga,0
Li2Ga(GeSe3)2,2.64
Li2Ga2GeS6,3.65
Li2GaPd,0
Li2HgGe,0.93
Li2HgGeS4,2.46
Li2In2GeS6,3.45
Li2In2GeSe6,2.3
Li2In2SiS6,3.61
Li2In2SiSe6,2.54
Li2InAg,0
Li2LaTl,0
Li2MgHg,0
Li2MgIn,0
Li2MgSn,0
Li2MnCo3O8,0
Li2MnCu3O8,0
Li2MnGeS4,3.06
Li2MnNi3O8,0
Li2MnO2F,0
Li2Mo2Se2O11,3.3
Li2Nb2(PO4)3,0
Li2NdAs2,0
Li2NdSb2,0
Li2Ni2SbO6,0
Li2Ni3TeO8,0
Li2Ni5(PO4)4,0
Li2PmAl,0
Li2PmGe,0
Li2PrIn,0
Li2PrP2,0
Li2PtO3,2.3
Li2Si4Ni5O14,0
Li2SiHgS4,2.68
Li2Sn5,0
Li2SnHgS4,2.32
Li2SnIr,0
Li2TeMoO6,3.5
Li2TeWO6,4
Li2Ti3FeO8,0
Li2TiMn3O8,0
Li2TlAg,0
Li2U(MoO5)2,0
Li2V2F7,0
Li2V3CrO8,0
Li2V3FeO8,0
Li2YbPb,0
Li2ZnGe,1.1
Li2ZnGeSe4,1.86
Li2ZnSnS4,2.87
Li2ZnSnSe4,1.87
Li3(CoO2)4,0
Li3(CuO)4,0
Li3(CuO2)2,0
Li3AlP2,2.75
Li3AlTe4O11,3.63
Li3Bi,0.7
Li3C,0
Li3Co(NiO2)4,0
Li3Co2(GeO4)3,0
Li3Co3SbO8,0
Li3Co4TeO8,0
Li3Cr(NiO2)4,0
Li3Cr3(CuO6)2,0
Li3CrCo3O8,0
Li3CrO4,0
Li3Cu4NiO8,0
Li3Dy,0
Li3Fe(CoO2)4,0
Li3Fe(SbO3)4,0
Li3Fe2SbO6,0
Li3FeNi3O8,0
Li3FeS3,0
Li3FeTe4O11,1.98
Li3GaTe4O11,3.85
Li3Mn(CuO3)2,0
Li3Mn(NiO3)2,0
Li3Mn2(CoO4)2,0
Li3Mn2(PO4)3,0
Li3Mn2CuO6,0
Li3Mn3NiO8,0
Li3Mn3WO8,0
Li3Mn4(PO4)6,0
Li3Mn4O8,0
Li3MnAs2,0
Li3Mo2P5O18,0
Li3Ni(SbO3)4,0
Li3Ni2(GeO4)3,0
Li3Ni3(PO4)4,0
Li3PS4,3.68
Li3ScN2,2.9
Li3Si3Ag2,0
Li3Ti2(PO4)3,0
Li3Ti3(PO4)4,0
Li3V12O29,0
Li3V4FeO12,0
Li3V4NiO12,0
Li3VOF5,0
Li4(FeO2)9,0
Li4.5Al0.5Te1O6,4.9
Li4.5Cr0.5Te1O6,1.79
Li4.5Fe0.5Te1O6,3.25
Li4.5Ga0.5Te1O6,4.99
Li4.5Mn0.5Te1O6,1.97
Li4Co2Ni3O10,0
Li4Co3CuO8,0
Li4Co5SbO12,0
Li4Cr3NiO8,0
Li4CrO5,0
Li4Cu(PO4)2,0
Li4Fe2Cu3O10,0
Li4Fe3NiO8,0
Li4Fe7(OF7)2,0
Li4FeNi3O8,0
Li4HgGe2S7,2.75
Li4MgNi3O8,0
Li4Mn(WO4)3,0
Li4Mn3Cr3O12,0
Li4Mn5Cu3O16,0
Li4Mn5Nb3O16,0
Li4Mn5NbO12,0
Li4Mn5Ni3O16,0
Li4NbNi3O8,0
Li4Ni2(PO4)3,0
Li4Ni3BiO8,0
Li4Ti5Cr3O16,0
Li4TiCr3O8,0
Li4V5Cu3O16,0
Li4VF7,0
Li4WO5,0
Li5(BiO3)4,0
Li5Co2Ni3O10,0
Li5Co2O2F5,0
Li5Cr2Ni5O12,0
Li5Fe2Ni3O10,0
Li5Fe6(BO3)6,0
Li5La3Nb14O42,0
Li5Mn2Cu5O12,0
Li5Mn3(FeO5)2,0
Li5Mn5(SbO6)2,0
Li5Mn6(BO3)6,0
Li6(NiO2)5,0
Li6Fe3Co7O20,0
Li6Fe9CoO20,0
Li6FeNi9O20,0
Li6FeO5F,0
Li6FeO6,0
Li6Mn5CoO12,0
Li6Mn5FeO12,0
Li6Tb2O7,0
Li7(Mo3S4)4,0
Li7(NiO2)11,0
Li7Ca8Nb12O40,0
Li7Ti16O32,0
Li7Ti5O12,0
Li7Ti7O16,0
Li8BiS6,0
Li8GeN4,2.61
Li8IrO6,0
Li8PO3,0
Li8PrO6,0
Li8Ti16CuS32,0
Li8TiNi7O16,0
Li9Fe3(WO4)7,0
Li9Ga13(Te7O22)3,4.45
LiAgF3,0
LiAl2Rh,0
LiAl2Tc,0
LiAl3,0
LiAlB4,0
LiAlGe,0
LiAlRh2,0
LiAsS2,1.6
LiB3,2
LiB9PbO15,4.75
LiBePt2,0
LiBi2(PO4)3,0
LiBi3(ClO2)2,3.35
LiBiS2,0.11
LiCa2Ga,0
LiCa2Ge3,0
LiCa2In,0
LiCa2Mg,0
LiCa3As2H,1.4
LiCaO3,0
LiCd2Rh,0
LiCdBO3,4.28
LiCl,9.33
LiCo(CO3)2,0
LiCo7O7F,0
LiCoS2,0
LiCu2(CO3)2,0
LiCu2Ge,0
LiCu3F7,0
LiCu5P3O13,0
LiCuO2,0
LiCuPO4,0
LiEr2Ga,0
LiErAu2,0
LiEuH3,1.5
LiF,11.7
LiFe2(PO4)3,0
LiFe2(SiO4)2,0
LiGa(GeSe3)2,2.64
LiGaAg2,0
LiGaAu2,0
LiGaO2,5.6
LiGaPd2,0
LiGaPt2,0
LiGaTe2,2.31
LiGd5P2O13,3.73
LiGeRh2,0
LiH3(SeO3)2,4.9
LiHf2Ir,0
LiHfPd2,0
LiHg2Pd,0
LiHoAu2,0
LiHoO3,0
LiIn(IO3)4,4.27
LiIn2Rh,0
LiInAg2,0
LiInS2,3.56
LiInSe2,2.83
LiInSn,0
LiInSnS4,2.3
LiInTe2,1.46
LiLa2IrO6,0
LiLu2Ga,0
LiLu2Pd,0
LiLu2Ru,0
LiLu2Tc,0
LiMg2Ag,0
LiMgAs,0.7
LiMgBi,0.4
LiMgN,3.2
LiMgSnPd,0
LiMn(PO4)2,0
LiMn2(PO4)2,0
LiMn4O8,0
LiMn9Se10,0
LiMnCoO4,0
LiMnCuO4,0
LiMnO2,0
LiMnP2O7,0
LiMnSiO4,0
LiMo3O8,0
LiMoIO6,2.8
LiNb3(BiO3)4,3
LiNi2(PO4)3,0
LiNiP2O7,0
LiPm2Al,0
LiPm2Ga,0
LiPm2Ir,0
LiPm2Si,0
LiPr2Ru,0
LiSb3PbS6,1.6
LiSbS2,1.36
LiSbSe2,0.68
LiSbTe2,0.13
LiScHg2,0
LiSiB6,2.27
LiSiPd2,0
LiSiRh2,0
LiSm3SiS7,2.83
LiSn(PO3)4,0
LiSn4Ir,0
LiSnAu,0
LiTa3(BiO3)4,3.5
LiTaO3,4.1
LiTaRh2,0
LiThAu2,0
LiTi11O20,0
LiTi3O6,0
LiTiSiO4,0
LiTlPd2,0
LiTm2Rh,0
LiTm2Ru,0
LiTmSn,0
LiV2NiO6,0
LiV3O4,0
LiY(CuP)2,0
LiY2Ru,0
LiYbF4,0
LiYbPb,0
LiZn(Fe5O8)2,0
LiZn2GaO4,4
LiZnBO3,3.1
LiZnN,1.91
LiZr2Os,0
LiZrRh2,0
Lu(InS2)3,1.27
Lu(SiOs)2,0
Lu2AgAu,0
Lu2Al3Co,0
Lu2AlTc,0
Lu2CdAg,0
Lu2CdIn,0
Lu2CrS4,1.75
Lu2Fe2Si2C,0
Lu2FeS4,0
Lu2InHg,0
Lu2MgHg,0
Lu2Mn12P7,0
Lu2Mo2C3,0
Lu2O3,5.5
Lu2TlAg,0
Lu2TlCd,0
Lu2TlCu3Se5,2.12
Lu3BC3,0
Lu3Ga,0
Lu3InN,0
Lu3TlC,0
Lu4C7,0
Lu5(Si5Ir2)2,0
Lu5Si3B,0
Lu7(NiTe)2,0
Lu7(TePd)2,0
LuAg2,0
LuAl2Pd5,0
LuAlAg2,0
LuAu,0
LuBPd3,0
LuC2,0
LuCd4B3O10,3.7
LuCdAg2,0
LuGaRh2,0
LuGe2,0
LuHfRu2,0
LuIr,0
LuIr2,0
LuMnSi,0
LuNiBC,0
LuP,1.3
LuPt3,0
LuScRh2,0
LuScRu2,0
LuScZn2,0
LuSi2Ni,0
LuSiIr,0
LuU2S3O2,0
LuUO3,0
Mg(As2Rh3)2,0
Mg(CoS2)2,0
Mg(FeO2)4,0
Mg(FeS2)2,0
Mg(SnO2)4,0
Mg(TiS2)4,0
Mg10B16Ir19,0
Mg17Al11Pd,0
Mg23Al30,0
Mg2AgIr,0
Mg2Co,0.66
Mg2CrN2,0
Mg2Cu,0
Mg2CuWO6,0
Mg2Ga,0
Mg2Ge,1.67
Mg2GeB2Rh5,0
Mg2GeSe4,2.02
Mg2MnN2,0
Mg2PdAu,0
Mg2RhAu,0
Mg2Si,2.27
Mg2SiPt,0
Mg2TcO4,0
Mg2TiIrO6,0
Mg2V9O13,0
Mg2Zr14O5,0
Mg3(B25C4)2,2.7
Mg3(MnAl9)2,0
Mg3(Ni10B3)2,0
Mg3(Ni10P3)2,0
Mg32Al36Ag13,0
Mg3Al9FeSi5,0
Mg3AsN,1.33
Mg3Bi2,0
Mg3Ga7Co2,0
Mg3Ge,0
Mg3N2,2.8
Mg3P2,1.4
Mg3Rh,0
Mg3Ru2,0
Mg3Sb2,0.8
Mg3Tl,0
Mg4Sc3(SiO3)8,0
Mg5As,0
Mg5B3O9F,5.63
Mg5Ti13O30,0
Mg5Tl2,0
Mg9CuO10,0
MgAgAs,0
MgCo2(PO5)2,0
MgCr,0
MgCu2GeS4,2.36
MgCu2SiS4,3.2
MgCuBi,0
MgCuSb,0
MgCuSn,0
MgF2,11.1
MgIn3,0
MgInAg2,0
MgInPd2,0
MgMnO3,0
MgMnRh2,0
MgNiSb,0
MgPb3,0
MgPt5,0
MgRh2Pb,0
MgRhF6,0
MgSbF6,0
MgSbPt,0
MgSc,0
MgScAg2,0
MgSi7Ir3,0
MgSiN2,4.05
MgSnRh2,0
MgTe,3.6
MgTi11O20,0
MgTi4O6,0
MgTl,0
MgV4O6,0
MgZn2,0
Mn(BW)2,0
Mn(CoO2)4,0
Mn(PbO2)2,1.5
Mn(SbO2)2,2.65
Mn(SbO3)2,0
Mn(SbSe2)2,0.31
Mn0.05Te1Pb0.95,0.37
Mn0.1Te1Pb0.9,0.49
Mn15Si26,0.7
Mn2AlB2,0
Mn2AlO4,0
Mn2CoAs,0
Mn2CoGe,0
Mn2Cu(PO4)3,0
Mn2GaW,0
Mn2GeS4,0
Mn2Hg5,0
Mn2Nb,0
Mn2OF3,0
Mn2P,0
Mn2Tl2O7,0
Mn2VSi,0
Mn3(OF3)2,0
Mn3Al10,0
Mn3Cr3(CoO8)2,0
Mn3Cr3(TeO8)2,0
Mn3NbO8,0
Mn3NiN,0
Mn3PdN,0
Mn3PtN,0
Mn3SbO8,0
Mn3V2(SiO4)3,0
Mn5As4,0
Mn5Ge2,0
Mn5O3F5,0
Mn5O7,0
Mn7O7F,0
MnAl3,0.58
MnAlAu2,0
MnAs,0
MnBe2Co,0
MnCdO2,0
MnCoSi,0
MnCu2Sn,0
MnCu3,0
MnF2,9.9
MnFeAs,0
MnFeCoGe,0
MnGaNi2,0
MnGaPt,0
MnGePd,0
MnGeRh2,0
MnIn2PbS5,1.45
MnInCu2,0
MnNbO4,0
MnNi,0
MnNiP,0
MnO,3.6
MnO2,1.3
MnP2,0
MnP4,0.28
MnPSe3,2.5
MnS,0
MnSb3(PO4)6,0
MnSbPd,0
MnSbRh2,0
MnSe,2.5
MnSi,0.6
MnSiNi2,0
MnSnRu2,0
MnTcOs,0
MnTe9,2
MnTePd,0
MnV(TeO4)2,1.9
Mo2NCl8,0
Mo3Pd2N,0
Mo5As4,0
Mo5O14,0
MoSe2,1.6
Na(GeP)3,2.06
Na0.5Ge1Pb1.75S4,2.08
Na0.5Ge1Pb1.75Se4,1.6
Na0.75Eu1.625Ge1Se4,2
Na10(Ga2Sn)3,0
Na11Bi5O16,0
Na11Ti20O40,0
Na15Sn4,0
Na19Zr11S30,0
Na2B6O9F2,7.33
Na2Be4B4O11,7.3
Na2Cd(GeSe3)2,2.37
Na2CdSnS4,2.52
Na2Cl,0
Na2Cr7O14,0
Na2EuGeSe4,2
Na2Ga2GeS6,3.29
Na2Ga2SnS6,2.2
Na2Gd(PO4)2,4.19
Na2Ge2Se5,2.38
Na2Hg3(GeS4)2,2.68
Na2Hg3Se1.49S2.51,2.03
Na2In,0
Na2In2GeS6,3.17
Na2In2GeSe6,2.47
Na2In2SiS6,3.27
Na2In4Se6S,1.92
Na2In5Au6,0
Na2LiTa,0
Na2Mo2Se2O11,3.1
Na2Nb4Se4O19,3.56
Na2Pt(IO3)6,2.4
Na2S,2.4
Na2SO4,0
Na2Se,2
Na2Si2Hg3S8,2.86
Na2Sn2Hg3S8,2.45
Na2Te,2.3
Na2TeS3,2.35
Na2TeSe3,1.87
Na2Ti2Sb2O,0
Na2Ti3O7,3.51
Na2Tl,0
Na2UI6,0
Na2V6O13,0
Na2VCuF7,0
Na2Zn(GeSe3)2,2.36
Na2Zn(SnS3)2,2.93
Na2Zn3(SeO3)4,4.9
Na3(WO3)4,0
Na3In2Au,0
Na3Mn2(GeO4)3,0
Na3MoClO4,4.69
Na3MoO4F,4.77
Na3Re,0
Na3Sn2ClF6,3.88
Na3Tl,0
Na3UF7,0
Na3WClO4,4.99
Na3Zn(BO2)5,3.2
Na4Al4Si19,0.64
Na4Eu(GeS3)2,2.15
Na4Mg(GeSe3)2,2.53
Na4Mg(SiSe3)2,2.85
Na5Cu7O13,0
Na5Fe6(SiO3)12,0
Na5Gd(MoO4)4,3.38
Na6CoSe4,0
Na6FeS4,0
Na7(CoO3)2,0.5
Na7.36Ga7.24Sn4.78Se24,1.5
Na8(CuO2)5,0
Na8Hg3,0
Na8NbO6,0
Na8PO3,0
Na9(WO3)16,0
NaAlGeS4,3.6
NaAsO3,0
NaB15,0.32
NaBi3,0
NaBiS2,0.38
NaBiSe2,0.28
NaC,0
NaCd2Au,0
NaCd4P3,1.1
NaCdAsS3,2.93
NaCdO3,0
NaCdSb,0
NaCeS2,0
NaCeS3,2.15
NaCuO,0
NaEuO2,0
NaF,10.5
NaFe2(SiO3)4,0
NaFe2O3,0
NaGaGe3Se8,2.35
NaH3(SeO3)2,4.9
NaHg,0
NaIn(IO3)4,4.25
NaIn(TeO3)2,4
NaIn3S5,2.18
NaIn3Se5,2.17
NaInS2,1.9
NaInSe2,2.8
NaInSnS4,2.4
NaInTe2,1.6
NaIrPb,0
NaLa2TaO6,4.5
NaLaS3,2.61
NaLi3,0
NaLu(Pd3O4)2,0
NaNb2PS10,1.72
NaNi2O3,0
NaSb,0.82
NaSb(PS3)2,2.17
NaSbF6,3.76
NaSbTe2,0.47
NaSc(SeO3)2,5.5
NaSi2Pd3,0
NaSm(PS3)2,2.54
NaSn2,0
NaTa3,0
NaTi5Se8,0
NaTl,0
NaY(Te2O5)2,3.9
NaYb(PS3)2,1.85
NaZr2TiF11,0
NaZrCuTe3,0
Nb(Cl2O)2,0
Nb17Ir3S40,0
Nb2(CoO3)3,0
Nb2AgPS10,1.78
Nb2Cr4Si5,0
Nb2O5,3.08
Nb2Pb2Se4O15,2.79
Nb2Sb,0
Nb2Tl3CuSe12,0.8
Nb2Tl4S11,1.8
Nb3(Fe10B3)2,0
Nb3B2,0
Nb3Bi,0
Nb3CuO8,1.47
Nb3In,0
Nb3IrSe8,0
Nb3Os,0
Nb3Ru,0
Nb3Te,0
Nb3V(PO4)6,0
Nb3VS6,0
Nb40N21O16,0
Nb4Co2PdSe12,0
Nb5Ga4,0
Nb5Ge3,0
Nb5OF14,0
Nb6Co7,0
Nb6VSb3O25,3.2
NbAg2(PS4)2,2.02
NbCrN,0
NbCrW,0
NbCu3Se4,2.45
NbCuO3,2
NbGaCo2,0
NbHO3,0
NbHg3F6,0
NbOsPb,0
NbPt2,0
NbRu2Cl,0
NbSe2,1.4
NbSi2,0
NbSiIr,0
NbSnIr,0.28
Nd(Al4Co)2,0
Nd(AsPd)2,0
Nd(CoGe)2,0
Nd(CoSi)2,0
Nd(CrSi)2,0
Nd(GePt)2,0
Nd(InS2)3,1.15
Nd(NiSn)2,0
Nd(PRu)2,0
Nd(Re2Si)2,0
Nd(SiIr)2,0
Nd1.33Lu0.67S3,1.5
Nd10Se14O,1.98
Nd2(SnSe3)3,0.5
Nd2BC,0
Nd2CdIn,0
Nd2Fe14B,0
Nd2Ge5Rh3,0
Nd2HfS5,0.7
Nd2IrPd,0
Nd2Ni7P4,0
Nd2O3,4.4
Nd2Ru2O7,0
Nd2S3,2.65
Nd2Se3,1.7
Nd2Te3,1.12
Nd2WC2,0
Nd2ZnGa,0
Nd2ZrS5,1.83
Nd3(GeRu)2,0
Nd3AlC,0
Nd3Ge5,0
Nd3In,0
Nd3Ni13B2,0
Nd3Te4,1.6
Nd3Zr,0
Nd4(GeS4)3,2.62
Nd4Ge3Rh4,0
Nd4InSbSe9,1.57
Nd4Mg3Co2,0
Nd4MgRu,0
Nd4O3F7,0
Nd5Ge3,0
Nd5Ge4,0
NdAgAs2,0
NdAgPb,0
NdAl4Ge2Au,0
NdAl7Au3,0
NdAs,1.04
NdAu3,0
NdB6,4.9
NdBRh3,0
NdBi,0
NdCrGe3,0
NdCu3(RuO3)4,0
NdCuSO,2.98
NdCuTeO,2.26
NdErTl2,0
NdErZn2,0
NdF3,6.15
NdFeSi2,0
NdGa2Ni,0
NdGaO3,0
NdIn3,0
NdIn5Rh,0
NdInAu,0
NdInCu,0
NdLuSe3,1.61
NdMg2,0
NdMg2Ni9,0
NdMgNi4,0
NdMnSbO,0
NdMoO4F,3.66
NdNiC2,0
NdO2,0
NdPt,0
NdRh,0
NdSb,0
NdSbPd,0
NdScGe,0
NdSmHg2,0
NdSn2,0
NdSnRh,0
NdTe,0
NdTe2,0.48
NdTiGe,0
NdTlAg2,0
NdTlPd,0
NdZn2Ag,0
Ni(CN)2,2
Ni(PO3)4,0
Ni23B6,0
Ni2Ge,0
Ni2Mo3N,0
Ni2Mo4C,0
Ni2Mo4N,0
Ni2PO5,0
Ni2Te3O8,3.84
Ni3Ge,0
Ni3Pt,0
Ni3S4,0
Ni3SnN,0
Ni4(BiO2)9,0
Ni4(PO4)3,0
Ni7(P2O7)4,0
NiAgO2,0
NiAsO3,0
NiCO4,0
NiGe,0
NiGePt2,0
NiI,0
NiN,0
NiO,4
NiS2,0.64
NiTe,0.23
OsS2,2
P2H12N7Cl,0
P2H4RhO9,0
P2O5,0
P2Os,1.13
P2Pd,0.65
P2Pd3S8,2.12
P2Rh,1
P2Se3,2.4
P2Se5,2.2
PH2NO2,0
PH6NO4,6.8
PHPbO3,3.97
POsS,1.4
POsSe,1.4
PPdS,1.38
PPdSe,0.15
PRuS,1.4
PSe,2.5
PW5O17,0
Pb17(Cl9O4)2,3.44
Pb1Se0.01S0.99,0.37
Pb1Se0.5S0.5,0.33
Pb1Se0.95S0.05,0.26
Pb1Se0.99S0.01,0.26
Pb1Se0.9S0.1,0.27
Pb2O3,1.67
Pb2SeN2O9,3.76
Pb3O4,2.12
Pb3Se2(BrO3)2,3.73
PbN6,2.98
PbSeO4,4.3
Pd(IO3)2,1.31
Pd16S7,0
Pd2N,0
Pd3(PbS)2,0
PdO,0.8
PdPb2,0
PdS,0.5
PdS2,0.75
PdSe,0.2
PdSe2,0.4
Pm2CuGe,0
Pm2IrRh,0
Pm2NiRh,0
Pm2PtAu,0
Pm3I,0
PmCd3,0
PmCdPd2,0
PmDy3,0
PmGaAu2,0
PmHgAu2,0
PmMgAu2,0
PmMgCd2,0
PmMgRh2,0
PmSbRh2,0
PmSnRh2,0
Pr(BRu)2,0
Pr(BiO3)2,0
Pr(CoAs)2,0
Pr(CoGe)2,0
Pr(FeSi)2,0
Pr(InS2)3,1.14
Pr(MnSi)2,0
Pr1.29Lu0.71S3,1.38
Pr10Se14O,1.89
Pr1Te1.9,1
Pr27Se40,0
Pr2Au,0
Pr2CdSn,0
Pr2Co12P7,0
Pr2Ge2Se7,1.32
Pr2GeSe5,1.8
Pr2HgPb,0
Pr2InGe2,0
Pr2InPd2,0
Pr2Ir2O7,0
Pr2S3,2.6
Pr2Se3,1.8
Pr2Te4O11,3.65
Pr3(Al2Si3)2,0
Pr3Cd,0
Pr3I,0
Pr4InSbSe9,1.89
Pr4MgRu,0
Pr4Sb3,0
Pr4Te7,0.46
Pr5In11Ni6,0
Pr5Si4,0
Pr6Fe13Si,0
Pr7Mn8O24,0
Pr9(SbO)5,0
PrAgAs2,0
PrAl3Ni2,0
PrAs,1
PrAu,0
PrB4,0
PrB6,4.9
PrBN2,4
PrBPt4,0
PrCd,0
PrCo4B,0
PrCuSO,3.03
PrErIn2,0
PrErMg2,0
PrFeGe2,0
PrGaAu2,0
PrGe3,0
PrGe5,0
PrGeAu,0
PrIn,0
PrInAu2,0
PrIr2,0
PrLuIn2,0
PrLuSe3,1.56
PrMgAg2,0
PrMgGa,0
PrMo3,0
PrMoO4F,3.64
PrNiGe2,0
PrO,0.55
PrP,0
PrSb,0.66
PrSbPt,0
PrSm3,0
PrSmO2,0
PrTaN2O,2
PrTl2InSe4,0.93
PrTlSe2,1.18
PrTmTl2,0
PrZn,0
Pt0.97S2,0.95
Pt3Pb,0
Pt3PbC,0
PtN,0
PtS2,0.75
PtSe2,0.1
Rb1.45Sb7.45Pb3.1Se15,0.45
Rb1.54Cd1.54Bi2.46S6,1.33
Rb15Hg16,0
Rb28(Mg3In17)3,0
Rb2AgPS4,2.6
Rb2BaNb2Se11,1.53
Rb2Cd(IBr)2,3.35
Rb2Cd(PSe3)2,2.58
Rb2Cd3(B4O7)4,4.76
Rb2Cd3S4,2.92
Rb2Cd3Se4,2.37
Rb2Cd3Te4,2.3
Rb2CrF6,0
Rb2Cu2Sb2S5,1.6
Rb2Cu2SnS4,2.08
Rb2FeI4,0
Rb2GeB4O9,5.54
Rb2Hg(PSe3)2,2.32
Rb2Hg3(GeS4)2,2.8
Rb2Mo3Se3O16,3.1
Rb2Mo9Se10,0
Rb2Na2IrO4,0
Rb2NaNiF6,0
Rb2NaVF6,0
Rb2NbCuS4,2.64
Rb2NbCuSe4,2.19
Rb2PS5,2.3
Rb2Pt(IO3)6,2.4
Rb2SCl6F,0
Rb2Sn2Hg3S8,2.48
Rb2Sn3(SbS5)2,2.33
Rb2Tb3AlF16,0
Rb2Te,4.5
Rb2TeBr6,2.14
Rb2TeI6,1.4
Rb2Ti(AgS2)2,2.33
Rb2Ti(CuS2)2,2.19
Rb2VAgS4,1.83
Rb2VCuS4,1.85
Rb2Zn3(SeO3)4,4.9
Rb3(Cu4S3)2,0
Rb3Ag9(PS4)4,2.6
Rb3Al3Ge7S20,3.1
Rb3Al3Ge7Se20,2.4
Rb3Bi2Br9,2.62
Rb3Cd(BO2)5,2.34
Rb3Ga,0
Rb3Li4(BO2)7,6.53
Rb3Mn,0
Rb3Na(MoO4)2,4.84
Rb3Nb2AsSe11,1.5
Rb3Sb,1
Rb3Sb2Br9,2.48
Rb3Sb2I9,1.94
Rb3Sm,0
Rb3Ta2AsS11,2.21
Rb3Tm,0
Rb3Zn(BO2)5,2.66
Rb4Ag9(SbS3)4,2
Rb4CuSi2O7,0
Rb4Ga4Si19,1.18
Rb4Ge(PSe3)4,2
Rb4Ge3B6O17,5.42
Rb4Mo5(PO11)2,3.51
Rb4Ti3S14,1.59
Rb5(W4O15)2,0
Rb5(WO3)18,0
Rb5B(SO4)4,3.99
Rb5Li6(BO2)11,6.53
Rb5Tl3O,0
Rb6O,0
Rb7Th2(P2Se7)3,2.07
Rb9Bi13S24,1.3
RbAg2SbS4,2.3
RbAg2TeS6,2.04
RbAg5(PS4)2,2.4
RbAgF3,0
RbB5(H2O3)4,0
RbBa2(PO3)5,7.6
RbBi2,0
RbBi3TeSe4,0.8
RbBr3,0
RbC8,0
RbCaBO3,3.67
RbCd(BO2)3,4.2
RbCd13,0
RbCd4Ga5S12,3.02
RbCd4Ga5Se12,2.19
RbCd4Ga5Te12,1.64
RbCd4In5Se12,1.57
RbCu(SbS2)2,1.6
RbCu2AsS3,1.96
RbCu2SbS3,1.67
RbCu4AsS4,2.15
RbCuPdF5,0
RbCuSnS3,1.44
RbCuSnSe3,1.04
RbEuO2,0
RbF,10.4
RbF3,0
RbGaSnSe4,1.88
RbGe3,0
RbGeB3O7,5.58
RbH2(IO3)3,4.07
RbH3(SeO3)2,4.84
RbHg3,0
RbHgSbTe3,0.2
RbIn4,0
RbIn5S6,2.5
RbInGeS4,3.1
RbInS2,3.3
RbInSnS4,2.7
RbInTe3O8,3.9
RbLiCO3,6.28
RbMn4Ga5Te12,1.53
RbMn4In5Se12,1.76
RbMnTe2,0
RbMoPO6,2.96
RbNa2NiO2,0
RbNa2Sb,1
RbNb3(TeO6)2,3.49
RbNb4Br11,0.46
RbNbSe2O7,4.1
RbPPbO4,4.35
RbPSe6,2.18
RbPdF3,0
RbSbO3,0
RbSbSe2,1.62
RbSbTe2,0.38
